direccion,latitude,longitude,numero,compromiso,accion,eje,Area temática,anio,Barrio,Comuna,descripcion
Terrada 5850,-35,-59,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 02,Integración Social,,2019,VILLA PUEYRREDON,12,
Soldado de la Frontera 5144,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 03,Integración Social,,2019,VILLA LUGANO,8,xxxx
Av. J. B. Alberdi 6300,-35,-59,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 04,Integración Social,,2019,MATADEROS,9,
Av. Piedra Buena 3140,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 05,Integración Social,,2019,VILLA LUGANO,8,
"Mariano Acosta 3673 (esq. Av. Intendente Rabanal, ex Av. Roca)",-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 06,Integración Social,,2019,VILLA SOLDATI,8,
2 de Abril de 1982 Nº 6850,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 07,Integración Social,,2019,VILLA LUGANO,8,
Osvaldo Cruz 3485,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 08,Integración Social,,2019,BARRACAS,4,
Irala 1254,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 09,Integración Social,,2019,BOCA,4,
Amancio Alcorta 1402,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 10,Integración Social,,2019,BARRACAS,4,
Agüero 940,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 11,Integración Social,,2019,BALVANERA,3,
Olazábal 3960,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 12,Integración Social,,2019,VILLA URQUIZA,12,
Directorio 4210,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 13,Integración Social,,2019,PARQUE AVELLANEDA,9,
Horacio Casco 4446,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 14,Integración Social,,2019,PARQUE AVELLANEDA,9,
Humberto 1° 470,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 15,Integración Social,,2019,SAN TELMO,1,
Osvaldo Cruz 2055,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 16,Integración Social,,2019,BARRACAS,4,
El Salvador 4087,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 17,Integración Social,,2019,PALERMO,14,
Batlle Ordoñez 5080,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 18,Integración Social,,2019,VILLA LUGANO,8,
Curapaligüe 1905,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 19,Integración Social,,2019,FLORES,7,
Ana María Janer y Charrúa 2330 (Villa 1 11 14),-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 20,Integración Social,,2019,FLORES,7,
Gendarmería Nacional 522,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 21,Integración Social,,2019,RETIRO,1,
Guzmán 90,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 22,Integración Social,,2019,CHACARITA,15,
Martínez Castro y Laguna (Pasaje L),-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 24,Integración Social,,2019,VILLA SOLDATI,8,
Paseo EE.UU. del Brasil y Avda. Antártida Argentina,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 25,Integración Social,,2019,RETIRO,1,
Gurruchaga 1939,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 26,Integración Social,,2019,PALERMO,14,
Arias 3783,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 27,Integración Social,,2019,SAAVEDRA,12,
Cafayate 5388 (detrás de la E 15 DE 21),-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 28,Integración Social,,2019,VILLA LUGANO,8,
Av. Dellepiane 6999,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 29,Integración Social,,2019,VILLA LUGANO,8,
Amancio Alcorta e Iguazú,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 30,Integración Social,,2019,BARRACAS,4,
Ana Maria Janer y Agustin De Vedia,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 31,Integración Social,,2019,NUEVA POMPEYA,4,
Charrua 2900,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 32,Integración Social,,2019,NUEVA POMPEYA,4,
Córdoba 5741,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 33,Integración Social,,2019,PALERMO,14,
Gral. José G. Artigas 2262,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 34,Integración Social,,2019,VILLA DEL PARQUE,11,
Osvaldo Cruz y Zavaleta,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 35,Integración Social,,2019,BARRACAS,4,
Mercedes 1371/79,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 36,Integración Social,,2019,FLORESTA,10,
Av. Corrales 6476 y Lisandro de la Torre,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 37,Integración Social,,2019,MATADEROS,9,
Medrano 350,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 38,Integración Social,,2019,ALMAGRO,5,
24 de November 1679,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 39,Integración Social,,2019,PARQUE PATRICIOS,4,
Esteban Bonorino 1729,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 40,Integración Social,,2019,FLORES,7,
Ministro Brin 843,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 41,Integración Social,,2019,BOCA,4,
Fonrouge 4377,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 43,Integración Social,,2019,VILLA LUGANO,8,
Saraza 4202,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 44,Integración Social,,2019,VILLA LUGANO,8,
Cochabamba 2622,-35,-58,23,Historia Clínica Electrónica en todos los CeSACs (2019),CESAC 45,Integración Social,,2019,SAN CRISTOBAL,3,
,-35,-58,27,Iluminación LED en todas las calles (2019),Comuna 1: 46%,Escala Humana,,2019,,1,Iluminación LED en todas las calles (Comuna 1: 46%)
,-35,-58,27,Iluminación LED en todas las calles (2019),Avance 100% LED - Comuna 2:  52%,Escala Humana,,2019,,2,
,-35,-58,27,Iluminación LED en todas las calles (2019),Avance 100% LED - Comuna 3: 100%,Escala Humana,,2019,,3,
,-35,-58,27,Iluminación LED en todas las calles (2019),Avance 100% LED - Comuna 4: 57%,Escala Humana,,2019,,4,
,-35,-58,27,Iluminación LED en todas las calles (2019),Avance 100% LED - Comuna 5: 100%,Escala Humana,,2019,,5,
,-35,-58,27,Iluminación LED en todas las calles (2019),Avance 100% LED - Comuna 6: 100%,Escala Humana,,2019,,6,
,-35,-58,27,Iluminación LED en todas las calles (2019),Avance 100% LED - Comuna 7:  36%,Escala Humana,,2019,,7,
,-35,-58,27,Iluminación LED en todas las calles (2019),Avance 100% LED - Comuna 8: 59%,Escala Humana,,2019,,8,
,-35,-58,27,Iluminación LED en todas las calles (2019),Avance 100% LED - Comuna 9: 93%,Escala Humana,,2019,,9,
,-35,-59,27,Iluminación LED en todas las calles (2019),Avance 100% LED - Comuna 10: 66%,Escala Humana,,2019,,10,
,-35,-58,27,Iluminación LED en todas las calles (2019),Avance 100% LED - Comuna 11: 75%,Escala Humana,,2019,,11,
,-35,-58,27,Iluminación LED en todas las calles (2019),Avance 100% LED - Comuna 12: 78%,Escala Humana,,2019,,12,
,-35,-58,27,Iluminación LED en todas las calles (2019),Avance 100% LED - Comuna 13: 73%,Escala Humana,,2019,,13,
,-35,-58,27,Iluminación LED en todas las calles (2019),Avance 100% LED - Comuna 14: 52%,Escala Humana,,2019,,14,
,-35,-58,27,Iluminación LED en todas las calles (2019),Avance 100% LED - Comuna 15: 53%,Escala Humana,,2019,,15,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital C J DOÑA ROSA,Creatividad e Innovación,,2017,PARQUE PATRICIOS,4,Integrar a 100.000 adultos mayores en el mundo digital (Posta digital C. J. Doña Rosa)
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital C. ISLÁMICO DE ARGENTINA,Creatividad e Innovación,,2017,SAN CRISTOBAL,3,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital C. J. ARGENTINA EN MOVIMIENTO,Creatividad e Innovación,,2017,SAAVEDRA,12,
,-35,-59,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital C. J. E. DUARTE,Creatividad e Innovación,,2017,AGRONOMIA,15,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital C. METROPOLITANO DE DISEÑO,Creatividad e Innovación,,2017,BARRACAS,4,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CENTRO BURGALÉS,Creatividad e Innovación,,2017,CABALLITO,6,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CENTRO DE DÍA N° 1,Creatividad e Innovación,,2017,BARRACAS,4,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CENTRO DE DÍA N° 17,Creatividad e Innovación,,2017,ALMAGRO,5,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CENTRO DE DÍA N° 22,Creatividad e Innovación,,2017,BOCA,4,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CENTRO DE DÍA N° 24,Creatividad e Innovación,,2017,MATADEROS,9,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CENTRO DE DÍA N° 27,Creatividad e Innovación,,2017,VILLA LURO,10,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CENTRO DE DÍA N° 28,Creatividad e Innovación,,2017,PARQUE CHACABUCO,7,
,-35,-59,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CENTRO DE DÍA N° 8,Creatividad e Innovación,,2017,VILLA PUEYRREDON,12,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CENTRO DE DÍA N° 9,Creatividad e Innovación,,2017,PALERMO,14,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CENTRO DE DÍA Nº 19,Creatividad e Innovación,,2017,SAN TELMO,1,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CENTRO DE DÍA Nº 29,Creatividad e Innovación,,2017,PARQUE PATRICIOS,4,
,-35,-59,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CENTRO DE JUBILADOS DOÑA FILOMENA,Creatividad e Innovación,,2017,MONTE CASTRO,10,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CENTRO DE JUBILADOS EL FORTIN DE VILLA ORTUZA,Creatividad e Innovación,,2017,VILLA ORTUZAR,15,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CENTRO ZAMORANO,Creatividad e Innovación,,2017,SAN CRISTOBAL,3,
,-35,-59,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CJ DESHOJANDO MARGARITAS,Creatividad e Innovación,,2017,LINIERS,9,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CJ PARTICIPAR,Creatividad e Innovación,,2017,PALERMO,14,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CJ PLAZA. IRLANDA,Creatividad e Innovación,,2017,CABALLITO,6,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CLUB ALL BOYS,Creatividad e Innovación,,2017,SAAVEDRA,12,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CLUB ATLÉTICO BOCA JUNIORS,Creatividad e Innovación,,2017,BOCA,4,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CENTRO DE DÍA Nº 25,Creatividad e Innovación,,2017,VILLA SOLDATI,8,
,-35,-59,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital CLUB VELEZ SARSFIELD,Creatividad e Innovación,,2017,LINIERS,9,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital COMUNIDAD BENEI TIKVA,Creatividad e Innovación,,2017,BELGRANO,13,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital EXO,Creatividad e Innovación,,2017,BOEDO,5,
,-35,-59,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital FEDERACIÓN DE ASOCIACIÓN DE LA BASILICATA EN LA ARGENTINA,Creatividad e Innovación,,2017,MATADEROS,9,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital FUNDACIÓN FEIS,Creatividad e Innovación,,2017,COGHLAN,12,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital FUNDACIÓN JABAD,Creatividad e Innovación,,2017,BALVANERA,3,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital HOGAR SAN MARTÍN,Creatividad e Innovación,,2017,PATERNAL,15,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital PQUIA SANTA MAGDALENA,Creatividad e Innovación,,2017,AGRONOMIA,15,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital S. HEBRAICA ARGENTINA,Creatividad e Innovación,,2017,BALVANERA,3,
,-35,-58,3,Integrar a 100.000 adultos mayores en el mundo digital (2017),Posta digital SALON DE USOS MULTIPLES-COMISARIA 15- POLICIA METROPOLITANA,Creatividad e Innovación,,2017,CHACARITA,15,
Av. Callao 450,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ENS Nº 9 Domingo Faustino Sarmiento,Integración Social,2019,2019,,,Jornada extendida para todos los chicos entre 11 y 14 años (NS Nº 9 Domingo Faustino Sarmiento)
Lambaré 975,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Escuela Primaria N° 3 D.E. 2 Manuel Sola,Integración Social,2019,2019,,,Jornada extendida para todos los chicos entre 11 y 14 años (Escuela Primaria N° 3 D.E. 2 Manuel Sola)
Juncal 3201,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ENS EN LENGUAS VIVAS SOFIA ESTHER B. DE SPANGENBERG DE 01,Integración Social,2019,2019,,,
Güemes 3859,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Escuela Secundaria ENS Nº 6 Vicente López y Planes,Integración Social,2019,2019,,,
Venezuela 771,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. Primaria N° 4 DE 3 CORONEL ISIDORO SUAREZ,Integración Social,2019,2019,,,
Benito Quinquela 1081,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 04 DE 04 José Jacinto Berrutti,Integración Social,2019,2019,,,
Pedro de Mendoza 1835,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 09 DE 04 Benito Quinquela Martín,Integración Social,2019,2019,,,
Montes de Oca 439,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 03 DE 05 Bernardo de Irigoyen,Integración Social,2019,2019,,,
Caseros 734,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 07 DE 05 Juan de Garay,Integración Social,2019,2019,,,
Iriarte y Montesquieu,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 12 DE 05 Horacio Quiroga,Integración Social,2019,2019,,,
Cachi 77,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 14 DE 05 Provincia de San Luis,Integración Social,2019,2019,,,
Alsina 2499,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 01 DE 06 Esteban de Luca,Integración Social,2019,2019,,,
La Rioja 1846,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 02 DE 06 Jose Maria Gutiérrez,Integración Social,2019,2019,,,
Saavedra 695,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 06 DE 06 Dr. Guillermo Correa,Integración Social,2019,2019,,,
Maza 1935,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. N° 8 DE 6 ALMAFUERTE,Integración Social,2019,2019,,,
Castro 954,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. N° 14 DE 6 INTENDENTE ALVEAR,Integración Social,2019,2019,,,
Av.Boedo 657,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 22 DE 06 Martina Silva de Gurruchaga,Integración Social,2019,2019,,,
Catulo del Castillo 2752,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 93 DE 06 Dr. Juan Angel Golfarini,Integración Social,2019,2019,,,
Catulo del Castillo 2752,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. N° 91 DE 6 CARLOS SAAVEDRA LAMAS,Integración Social,2019,2019,,,
Camargo 725,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. N° 2 DE 7 FRANCISCO DESIDERIO HERRERA,Integración Social,2019,2019,,,
Manuel Artigas 5951,-35,-59,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. N° 4 DE 13 REPUBLICA DEL BRASIL,Integración Social,2019,2019,,,
Olaya 1565,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. N° 6 DE 7 DELFIN JIJENA,Integración Social,2019,2019,,,
Apolinario Figueroa 1077,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. N° 8 DE 7 PROVINCIA DE SAN JUAN,Integración Social,2019,2019,,,
Hidalgo 635,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  TENIENTE BENJAMIN MATIENZO Nº: 20 - D. E.: 7,Integración Social,2019,2019,,,
Felipe Vallese 975,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. N° 10 DE 7 ARQ MARIO JOSE BUSCHIAZZO,Integración Social,2019,2019,,,
Rojas 1554,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 21 DE 07 Emilio Raul Olive,Integración Social,2019,2019,,,
 Av.La Plata   1038,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. N° 6 DE 8 SAN JOSE DE CALASANZ,Integración Social,2019,2019,,,
Asamblea 1221,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 07 DE 08 Niñas de Ayohuma,Integración Social,2019,2019,,,
Cachimayo 1657,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. N° 10 DE 8 JUAN AGUSTIN MAZA,Integración Social,2019,2019,,,
Beauchef 1869,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. N° 21 DE 8 JUAN JOSE PASO,Integración Social,2019,2019,,,
Jose Maria Moreno 480,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 08 DE 08 Antonio Schettino,Integración Social,2019,2019,,,
Olleros 2325,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 10 DE 09 Manuel Lainez,Integración Social,2019,2019,,,
Conde 943,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 12 DE 09 Gran Mariscal del Peru Ramon Castilla,Integración Social,2019,2019,,,
Conde 223,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. N° 13 DE 9 RAUL SCALABRINI ORTIZ,Integración Social,2019,2019,,,
Humbolt 742,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 19 DE 09 Provincia del Chubut,Integración Social,2019,2019,,,
O Higgins 3050,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  Esc. N° 9 DE 10 EVARISTO JULIO BADIA,Integración Social,2019,2019,,,
Ruiz Huidobro 2643,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Nº 13 DE 10 RICARDO MONNER SANS,Integración Social,2019,2019,,,
Roque Perez 3545,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Nº DE 10 JIN B DE 10,Integración Social,2019,2019,,,
Pico 2689,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  Esc. N° 15 DE 10 PROVINCIA DE SANTA FE,Integración Social,2019,2019,,,
Pergamino 251,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 14 DE 11 Hogar Naval Stella Maris,Integración Social,2019,2019,,,
Caracas 2057,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. N° 6 DE 12 ALFREDO LORENZO PALACIOS,Integración Social,2019,2019,,,
Mercedes 1405,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  Esc. N° 10 DE 12 CORONEL DE MARINA LEONARDO ROSALES,Integración Social,2019,2019,,,
Bonifacio 3650,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  Esc. N° 19 DE 11 FRAGATA A.R.A.LIBERTAD,Integración Social,2019,2019,,,
San Pedrito 1137,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. N° 23 DE 11 MANUEL SAVIO,Integración Social,2019,2019,,,
Dr.Luis Belastegui 3751,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. N° 11 DE 12 ANDRES BELLO,Integración Social,2019,2019,,,
Av Avellaneda 2547,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  Esc. N° 12 DE 12 PROVINCIA DEL CHACO,Integración Social,2019,2019,,,
Condarco 1129,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  Esc. N° 14 DE 12 ENRIQUE G.PARKER,Integración Social,2019,2019,,,
Magariño Cervantes 2865,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  Esc. N° 17 DE 12 CASILDA IGARZABAL DE RODRIGUEZ PEÑA,Integración Social,2019,2019,,,
Homero 2159,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  ESC. N° 8 DE 13 REINO DE THAILANDIA,Integración Social,2019,2019,,,
Arias 4763,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  Esc. N° 18 DE 15 JUAN B. TERAN,Integración Social,2019,2019,,,
Mariano Acha 4452,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. N° 13 DE 15 DR.IGNACIO LUCAS ALBARRACIN,Integración Social,2019,2019,,,
Jose Pascual Tamborini 5324,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. N° 17 DE 15 GAUCHOS DE GUEMES,Integración Social,2019,2019,,,
Alvarez Thomas 3391,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. N° 4 DE 15 PROVINCIA DE BUENOS AIRES,Integración Social,2019,2019,,,
Av Triunvirato 4247,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. N° 16 DE 15 EJERCITO DE LOS ANDES,Integración Social,2019,2019,,,
"LOBOS, ELEODORO, Dr. 437",-35,-59,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  Esc. N° 15 DE 7 GRAL. JOSE GERVASIO DE ARTIGAS,Integración Social,2019,2019,,,
Obispo San Alberto 3370,-35,-59,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. N° 15 DE 16 REPÚBLICA BOLIVARIANA DE VENEZUELA,Integración Social,2019,2019,,,
Bazurco 2551,-35,-59,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. N° 22 DE 16 REPUBLICA DE NICARAGUA,Integración Social,2019,2019,,,
Helguera 3228,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  ESC. N° 2 DE 17 JUAN J MILLAN,Integración Social,2019,2019,,,
Tinogasta  5768,-35,-59,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. N° 14 DE 17 SIMON BOLIVAR,Integración Social,2019,2019,,,
Av.Salvador María del Carril  4172,-35,-59,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  ESC. N° 15 DE 17 ANTONIO DEVOTO,Integración Social,2019,2019,,,
Bahia Blanca 2535,-35,-59,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. N° 24 DE 17 PRESIDENTE DR ROBERTO M ORTIZ,Integración Social,2019,2019,,,
Riestra 1850,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 04 DE 19 Ricardo Güiraldes,Integración Social,2019,2019,,,
Carlos Berg 3460,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. N° 9 DE 19 DR. JOSE BENJAMIN ZUBIAUR,Integración Social,2019,2019,,,
Cobo y Curapaligüe,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  ESC. N° 12 DE 19 JOSE ENRIQUE RODO,Integración Social,2019,2019,,,
Corrales 3450,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 18 DE 19 San Juan Bautista de La Salle,Integración Social,2019,2019,,,
Corrales 3420,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 17 DE 19 Gaspar Lucilo Benavento,Integración Social,2019,2019,,,
